username_length,num_followers,num_following,posts_count,is_private,has_profile_pic,bio_length,avg_likes,avg_comments,account_age_days,follower_following_ratio,is_verified,engagement_rate,growth_score,username_suspicious_score,label
11,6,9,8,0,0,28,4,0,44,0.7,0,0.6667,0.13,0.91,1
14,1,19,9,0,0,28,2,0,81,0.1,0,2.0,0.01,1.0,1
15,851932,337,286,0,1,77,162770,6953,313,2520.512,0,0.1992,2702.3,1.0,0
15,7,18,2,1,1,28,2,0,20,0.421,0,0.2857,0.41,1.0,1
11,249999,590,17,0,1,91,5419,108,3575,423.012,0,0.0221,71.13,0.73,0
20,18877235,7,475459,0,1,83,1545190,18313,1036,2359654.5,1,0.0828,17947.06,1.0,0
16,15,10,9,0,1,21,2,0,88,1.455,0,0.1333,0.2,1.0,1
20,17,26,4,0,0,27,4,0,64,0.667,0,0.2353,0.21,1.0,1
17,813966,2837,46,0,1,37,155017,4166,1338,286.81,0,0.1956,573.67,1.0,0
3,10481,252,399,1,0,139,0,0,567,41.431,0,0.0,21.04,0.2,0
3,18428,60,309,1,0,43,0,0,2007,302.115,0,0.0,8.34,0.2,0
12,3965768,41,813186,0,1,122,251003,3264,2271,94423.071,1,0.0641,1579.71,0.8,0
16,22189,53,198,1,0,130,0,0,890,410.926,0,0.0,21.98,1.0,0
16,1,14,5,1,1,7,5,0,43,0.133,0,5.0,0.03,1.0,1
13,25421,91,274,1,0,60,0,0,2037,276.326,0,0.0,14.16,0.87,0
18,0,8,2,1,0,1,3,1,71,0.111,0,0.0,0.0,1.0,1
14,14,9,0,1,1,9,5,1,16,1.5,0,0.4286,0.85,1.0,1
19,18,15,2,1,1,42,3,1,38,1.188,0,0.2222,0.52,1.0,1
16,6570,52,16,1,0,128,0,0,340,123.981,0,0.0,20.05,1.0,0
15,17,8,6,1,1,43,4,0,64,2.0,0,0.2353,0.3,1.0,1
17,108859,1253,52,0,1,102,18081,358,1220,86.81,0,0.1694,76.92,1.0,0
16,16,21,7,0,1,3,0,2,10,0.773,0,0.125,1.36,1.0,1
18,515807,871,211,0,1,65,13485,426,2943,591.523,0,0.027,170.45,1.0,0
13,7328552,30,948434,0,1,214,702941,10063,963,236404.935,1,0.0973,7249.02,0.87,0
12,25005,195,223,1,0,56,0,0,913,127.582,0,0.0,28.3,0.8,0
3,773904,2845,270,0,1,81,106702,4801,1970,271.927,0,0.1441,404.9,0.2,0
19,3,23,7,0,1,3,1,0,82,0.167,0,0.3333,0.04,1.0,1
14,5,10,3,1,0,43,3,1,90,0.545,0,0.8,0.06,1.0,1
4,19321350,86,854780,0,1,74,559980,9100,2485,222084.494,1,0.0295,9306.86,0.27,0
17,746690,2401,259,0,1,49,51109,710,2725,310.862,0,0.0694,268.01,1.0,0
7,897889,2408,12,0,1,138,151851,3965,1464,372.723,0,0.1735,710.42,0.47,0
12,29446,2261,142,0,1,81,4318,213,3708,13.018,0,0.1539,6.7,0.8,0
7,2,25,1,0,1,8,1,2,90,0.115,0,1.5,0.02,0.67,1
9,457620,135,92,0,1,93,44161,1215,3274,3364.86,0,0.0992,140.2,0.6,0
7,2577,160,236,1,1,128,0,0,151,16.012,0,0.0,13.66,0.47,0
4,273256,1564,104,0,1,72,36830,1809,2603,174.605,0,0.1414,90.19,0.27,0
8,72953,1056,280,0,1,93,2404,116,2580,69.02,0,0.0345,23.26,0.53,0
17,577495,397,78,0,1,41,61312,1177,1508,1450.995,0,0.1082,312.67,1.0,0
20,6,24,3,0,0,0,5,1,50,0.28,0,1.0,0.13,1.0,1
4,66,106,492,1,0,110,0,0,626,0.626,0,0.0,0.11,0.27,0
14,449937,2509,143,0,1,58,17175,561,664,179.258,0,0.0394,545.92,0.93,0
9,990832,1091,227,0,1,197,18586,730,886,907.356,0,0.0195,1339.91,0.6,0
7,7863315,100,249490,0,1,200,435061,3312,1014,77854.614,1,0.0557,8504.53,0.47,0
16,14,20,9,1,0,6,5,1,95,0.714,0,0.4286,0.15,1.0,1
14,11,21,8,0,0,50,3,1,86,0.545,0,0.3636,0.11,1.0,1
19,9,4,5,1,0,42,5,0,24,2.0,0,0.5556,0.32,1.0,1
18,346398,2407,151,0,1,177,15870,160,3038,143.853,0,0.0463,101.79,1.0,0
15,2233962,95,588638,0,1,187,104513,1439,4477,23270.448,1,0.0474,471.44,1.0,0
10,23380,160,468,1,0,139,0,0,653,145.224,0,0.0,35.6,0.67,0
19,8,3,5,1,0,41,0,2,75,2.25,0,0.25,0.12,1.0,1
15,5610,207,71,1,1,90,0,0,465,26.976,0,0.0,10.21,1.0,0
14,18337,235,64,1,0,149,0,0,189,77.703,0,0.0,93.23,0.93,0
5,17,24,5,1,0,47,1,0,77,0.72,0,0.0588,0.26,0.53,1
12,1806219,64,617266,0,1,128,60296,1046,2021,27788.0,1,0.034,877.97,0.8,0
18,15,23,8,1,0,38,1,1,63,0.667,0,0.1333,0.24,1.0,1
15,2,9,5,0,0,11,5,2,15,0.3,0,3.5,0.15,1.0,1
16,659567,107,108,0,1,90,78469,1744,1464,6107.111,0,0.1216,472.96,1.0,0
3,4041,230,129,1,1,145,0,0,558,17.498,0,0.0,6.55,0.2,0
15,11869,229,203,1,1,32,0,0,161,51.609,0,0.0,63.52,1.0,0
17,6122,294,426,1,1,86,0,0,237,20.756,0,0.0,24.97,1.0,0
3,17508,294,327,1,0,109,0,0,295,59.353,0,0.0,65.53,0.2,0
3,11937,1573,40,0,1,150,322,11,3528,7.584,0,0.0279,3.5,0.2,0
6,25795,209,482,1,0,25,0,0,424,122.838,0,0.0,62.65,0.4,0
7,4,0,9,1,0,10,5,2,80,5.0,0,1.75,0.05,0.68,1
7,14,11,6,0,1,3,3,1,92,1.25,0,0.2857,0.17,0.75,1
7,538712,2971,89,0,1,188,42486,1674,817,181.263,0,0.082,541.45,0.47,0
7,23819,116,442,1,1,92,0,0,245,203.59,0,0.0,111.38,0.47,0
7,17944,31,443,1,0,112,0,0,1941,560.781,0,0.0,7.75,0.47,0
19,12,11,1,1,0,34,0,2,78,1.083,0,0.1667,0.13,1.0,1
5,593877,299,107,0,1,121,22137,886,2327,1979.593,0,0.0388,243.38,0.33,0
20,227433347,38,790076,0,1,149,29448686,568402,2516,5831624.308,1,0.132,99344.46,1.0,0
19,5326583,44,965940,0,1,222,152202,2382,1528,118368.533,1,0.029,3545.23,1.0,0
16,11,0,3,1,0,10,4,2,22,12.0,0,0.5455,0.48,1.0,1
7,17,19,0,1,0,31,5,1,100,0.9,0,0.3529,0.15,0.61,1
9,97131,1805,185,0,1,96,7101,190,973,53.783,0,0.0751,98.85,0.6,0
16,17809669,85,845363,0,1,140,357806,6414,973,207089.186,1,0.0205,14780.32,1.0,0
15,10504,76,87,1,1,120,0,0,2263,136.429,0,0.0,5.56,1.0,0
7,227557,2505,72,0,1,50,17820,722,653,90.805,0,0.0815,369.1,0.47,0
7,16633,80,174,1,0,102,0,0,1113,205.358,0,0.0,14.21,0.47,0
5,5302,164,367,1,1,125,0,0,1034,32.139,0,0.0,4.38,0.33,0
11,9,27,4,0,0,8,2,2,10,0.357,0,0.4444,0.81,0.85,1
6,1984,120,89,1,0,47,0,0,2024,16.405,0,0.0,0.83,0.4,0
11,3,25,4,1,1,13,0,1,50,0.154,0,0.3333,0.07,0.83,1
8,377829,966,83,0,1,93,72842,1860,2909,390.724,0,0.1977,117.27,0.53,0
10,55103270,12,89871,0,1,221,3203196,42031,3898,4238713.154,1,0.0589,14439.39,0.67,0
10,47272753,43,544316,0,1,183,5027638,71762,2572,1074380.773,1,0.1079,18246.91,0.67,0
8,599380,562,60,0,1,103,50371,1915,560,1064.62,0,0.0872,1024.85,0.53,0
8,27875,290,139,1,0,20,0,0,170,95.794,0,0.0,162.56,0.53,0
10,0,25,10,0,1,9,4,0,28,0.038,0,0.0,0.0,0.84,1
9,11,12,9,1,1,25,0,0,18,0.923,0,0.0,0.65,0.79,1
6,18,20,4,1,1,17,5,0,23,0.905,0,0.2778,0.63,0.53,1
14,9050719,100,231088,0,1,223,978967,16644,2489,89611.089,1,0.11,3660.29,0.93,0
14,23628,174,484,1,1,127,0,0,814,135.023,0,0.0,30.96,0.93,0
14,26157,34,452,1,0,46,0,0,1924,747.371,0,0.0,12.8,0.93,0
5,235,297,51,1,1,78,0,0,1063,0.792,0,0.0,0.23,0.33,0
11,26117,130,256,1,0,109,0,0,2395,199.374,0,0.0,10.68,0.73,0
8,10,2,10,1,0,50,4,2,82,3.667,0,0.6,0.1,0.73,1
16,802445,1425,68,0,1,65,62397,2003,2179,562.725,0,0.0803,318.57,1.0,0
8,5041,203,52,1,1,108,0,0,633,24.716,0,0.0,9.5,0.53,0
10,94798680,46,735717,0,1,187,8829055,165244,1247,2016993.213,1,0.0949,80813.83,0.67,0
13,711247,159,101,0,1,117,24739,862,2776,4445.3,0,0.036,214.84,0.87,0
18,191229,2047,13,0,1,101,19443,333,3959,93.374,0,0.1034,53.33,1.0,0
5,8,12,0,0,0,50,3,2,61,0.692,0,0.625,0.16,0.48,1
17,4693,198,412,1,0,85,0,0,2934,23.588,0,0.0,1.72,1.0,0
14,510325,1088,196,0,1,137,32518,759,355,468.619,0,0.0652,1447.79,0.93,0
14,18,23,0,0,1,23,3,0,39,0.792,0,0.1667,0.47,1.0,1
6,2,2,8,0,0,45,2,1,13,1.0,0,1.5,0.13,0.68,1
15,298439,2928,283,0,1,149,2493,74,1301,101.891,0,0.0086,219.63,1.0,0
6,5,7,7,1,1,43,0,2,83,0.75,0,0.4,0.07,0.65,1
19,4,2,7,0,1,33,0,1,24,1.667,0,0.25,0.15,1.0,1
8,2,2,8,0,0,7,3,1,31,1.0,0,2.0,0.06,0.76,1
20,3,7,3,1,1,6,4,1,19,0.5,0,1.6667,0.13,1.0,1
5,19,9,0,1,1,20,2,1,91,2.0,0,0.1579,0.18,0.51,1
14,860781,1985,288,0,1,61,126198,3991,1828,433.425,0,0.1512,437.12,0.93,0
17,927951,613,180,0,1,111,86206,2721,2943,1511.322,0,0.0958,338.05,1.0,0
14,54998,2755,166,0,1,28,10326,479,2518,19.956,0,0.1965,24.07,0.93,0
10,16,1,4,0,1,50,4,1,76,8.5,0,0.3125,0.17,0.94,1
11,9528,61,9,1,1,149,0,0,783,153.694,0,0.0,12.34,0.73,0
5,14,24,8,1,1,4,4,0,45,0.6,0,0.2857,0.36,0.47,1
10,20207,196,55,1,0,66,0,0,2526,102.579,0,0.0,6.81,0.67,0
12,82993631,3,999298,0,1,236,6193574,96777,2595,20748408.0,1,0.0758,36220.17,0.8,0
16,8610,248,25,1,1,88,0,0,2051,34.582,0,0.0,4.6,1.0,0
5,26628,57,357,1,0,47,0,0,2891,459.121,0,0.0,9.09,0.33,0
9,638927,1138,292,0,1,91,94561,4415,674,560.955,0,0.1549,1101.97,0.6,0
3,15138,62,270,1,1,132,0,0,1382,240.302,0,0.0,10.54,0.2,0
20,5,26,4,0,1,6,1,0,50,0.222,0,0.2,0.11,1.0,1
15,17,24,9,0,0,33,2,1,70,0.72,0,0.1765,0.25,1.0,1
4,25338,299,94,1,0,42,0,0,314,84.463,0,0.0,73.2,0.27,0
6,10899,189,443,1,0,23,0,0,2742,57.368,0,0.0,4.76,0.4,0
4,22345,100,129,1,1,106,0,0,1002,221.248,0,0.0,25.07,0.27,0
4,67998,751,21,0,1,163,12218,355,2136,90.424,0,0.1849,34.46,0.27,0
17,10,1,2,0,1,15,2,1,15,5.5,0,0.3,0.75,1.0,1
15,22848,293,355,1,1,138,0,0,2022,77.718,0,0.0,9.15,1.0,0
5,2,4,4,0,1,44,2,0,58,0.6,0,1.0,0.04,0.48,1
13,16,0,6,1,0,48,3,1,28,17.0,0,0.25,0.53,1.0,1
11,339652,1791,272,0,1,25,32092,448,1537,189.539,0,0.0958,262.46,0.73,0
13,1,25,8,1,0,1,0,2,59,0.077,0,2.0,0.02,1.0,1
5,9,0,7,1,1,33,4,0,38,10.0,0,0.4444,0.19,0.51,1
10,890868,1497,286,0,1,31,65209,854,2759,594.706,0,0.0742,315.64,0.67,0
12,2528,189,309,1,1,28,0,0,554,13.311,0,0.0,3.85,0.8,0
19,17,19,1,0,0,47,3,2,14,0.9,0,0.2941,1.19,1.0,1
14,28844,32,43,1,0,131,0,0,2748,874.091,0,0.0,9.43,0.93,0
15,9,19,2,1,0,1,3,1,69,0.5,0,0.4444,0.14,1.0,1
17,8,24,4,0,0,43,3,0,42,0.36,0,0.375,0.17,1.0,1
15,2839,253,153,1,0,21,0,0,256,11.181,0,0.0,11.41,1.0,0
7,6,8,4,1,1,9,0,1,20,0.778,0,0.1667,0.28,0.75,1
14,6560,281,351,1,0,47,0,0,109,23.266,0,0.0,69.88,0.93,0
5,8,30,10,1,1,1,4,2,36,0.29,0,0.75,0.2,0.57,1
13,0,9,0,0,1,29,3,2,23,0.1,0,0.0,0.0,1.0,1
9,283167,1741,123,0,1,191,5067,238,1130,162.553,0,0.0187,299.27,0.6,0
9,667244,1051,33,0,1,177,114509,2492,2705,634.263,0,0.1753,212.0,0.6,0
12,28623,59,84,1,1,97,0,0,1963,477.067,0,0.0,17.26,0.8,0
9,8,18,0,0,1,7,2,2,34,0.474,0,0.5,0.22,0.87,1
9,23549,158,456,1,0,86,0,0,2269,148.113,0,0.0,10.57,0.6,0
9,0,28,3,0,1,5,5,1,73,0.034,0,0.0,0.0,0.73,1
17,10,3,5,0,0,12,2,0,74,2.75,0,0.2,0.13,1.0,1
16,6877,150,387,1,1,53,0,0,2462,45.55,0,0.0,2.63,1.0,0
17,42089,1563,152,0,1,120,5546,274,1450,26.912,0,0.1383,27.19,1.0,0
9,37531921,23,671591,0,1,218,2645956,14388,3315,1563830.083,1,0.0709,11093.48,0.6,0
7,8,30,9,0,0,40,1,0,75,0.29,0,0.125,0.12,0.57,1
9,22791108,46,568374,0,1,243,360680,5693,3037,484917.213,1,0.0161,8974.69,0.6,0
13,3,12,3,0,0,36,5,2,87,0.308,0,2.3333,0.03,1.0,1
13,23737,248,21,1,0,25,0,0,2876,95.333,0,0.0,9.33,0.87,0
5,17,30,3,0,0,7,5,1,13,0.581,0,0.3529,1.46,0.63,1
16,732611,1118,269,0,1,36,89680,3814,1741,654.702,0,0.1276,460.82,1.0,0
20,15,28,0,0,1,50,3,2,18,0.552,0,0.3333,0.9,1.0,1
13,7,11,6,0,1,23,5,2,73,0.667,0,1.0,0.08,1.0,1
18,870285,2300,152,0,1,78,107333,3216,1078,378.221,0,0.127,786.36,1.0,0
19,2,30,9,0,1,2,5,0,29,0.097,0,2.5,0.07,1.0,1
3,2203383,25,673871,0,1,184,98889,1969,3026,84745.538,1,0.0458,870.69,0.2,0
19,18,19,7,0,0,35,2,1,37,0.95,0,0.1667,0.52,1.0,1
10,871885,1404,100,0,1,119,67569,2940,3685,620.559,0,0.0809,193.52,0.67,0
6,18921462,7,523880,0,1,195,631284,4646,3967,2365182.875,1,0.0336,5521.93,0.4,0
18,21657,98,429,1,1,140,0,0,1032,218.768,0,0.0,20.87,1.0,0
4,3353,293,435,1,1,141,0,0,2656,11.408,0,0.0,1.28,0.27,0
18,23961,190,291,1,0,128,0,0,2877,125.455,0,0.0,7.22,1.0,0
6,301181511,67,374796,0,1,246,27635948,234668,1453,4429139.882,1,0.0925,186376.6,0.4,0
12,495820,1903,193,0,1,150,65661,2796,1555,260.41,0,0.1381,308.39,0.8,0
18,6,21,1,0,0,23,5,0,82,0.318,0,0.8333,0.07,1.0,1
15,513804,2480,137,0,1,41,64336,1861,878,207.096,0,0.1288,637.41,1.0,0
17,83512,290,70,0,1,57,2471,96,741,286.986,0,0.0307,102.9,1.0,0
10,20908,128,210,1,1,89,0,0,704,162.085,0,0.0,27.85,0.67,0
5,20,1,10,1,0,13,3,2,65,10.5,0,0.25,0.36,0.49,1
14,44203,199,241,0,1,68,368,13,315,221.02,0,0.0086,133.17,0.93,0
4,19069,233,93,1,1,84,0,0,2671,81.496,0,0.0,8.24,0.27,0
20,3,13,5,1,0,14,3,2,71,0.286,0,1.6667,0.04,1.0,1
20,141553966,41,906223,0,1,171,10674172,192812,1915,3370332.548,1,0.0768,72287.73,1.0,0
9,27458,96,163,1,0,142,0,0,2412,283.082,0,0.0,11.36,0.6,0
3,877316,1751,82,0,1,20,43165,1097,1218,500.752,0,0.0505,678.03,0.2,0
9,9,7,0,1,1,29,2,1,41,1.25,0,0.3333,0.23,0.85,1
11,14,10,10,0,0,4,2,1,99,1.364,0,0.2143,0.16,0.93,1
13,13,27,0,1,0,0,1,1,59,0.5,0,0.1538,0.2,1.0,1
13,8,30,4,1,1,47,2,1,80,0.29,0,0.375,0.11,1.0,1
7,7730,44,110,1,1,79,0,0,2985,171.8,0,0.0,2.12,0.47,0
8,559254,1535,286,0,1,78,43634,611,3141,364.098,0,0.0791,154.24,0.53,0
13,2182,32,354,1,0,130,0,0,1743,66.152,0,0.0,1.04,0.87,0
18,17979,557,36,0,1,103,1382,31,2563,32.222,0,0.0786,7.63,1.0,0
18,16,28,0,0,0,21,3,1,18,0.586,0,0.25,0.73,1.0,1
8,23372,194,283,1,1,93,0,0,750,119.862,0,0.0,32.22,0.53,0
18,658542,2930,274,0,1,67,30639,1485,2662,224.682,0,0.0488,271.35,1.0,0
13,15,20,3,1,1,1,1,1,27,0.762,0,0.1333,0.59,1.0,1
13,894190,845,18,0,1,105,161006,2699,3729,1056.963,0,0.1831,286.44,0.87,0
12,14,6,4,1,1,9,0,2,15,2.143,0,0.1429,1.02,1.0,1
15,173358384,58,784230,0,1,71,15828987,199151,3410,2938277.712,1,0.0925,42192.29,1.0,0
7,17,14,4,0,0,39,1,0,63,1.2,0,0.0588,0.28,0.76,1
5,191422163,96,563629,0,1,220,24039654,394920,3586,1973424.371,1,0.1276,53925.04,0.33,0
9,27979,179,122,1,1,62,0,0,935,155.444,0,0.0,35.55,0.6,0
6,10,30,4,1,1,46,0,0,41,0.355,0,0.0,0.24,0.6,1
15,12,9,5,0,1,22,4,0,48,1.3,0,0.3333,0.22,1.0,1
13,852187,2088,247,0,1,188,78975,3366,1928,407.941,0,0.0966,485.37,0.87,0
14,321583,753,143,0,1,78,62480,2548,2283,426.504,0,0.2022,115.35,0.93,0
17,2,27,2,0,0,28,4,1,80,0.107,0,2.5,0.02,1.0,1
18,862658,2340,49,0,1,197,56997,2033,2218,368.5,0,0.0684,439.85,1.0,0
14,2794,117,92,1,0,67,0,0,2627,23.686,0,0.0,0.99,0.93,0
6,19,12,8,1,1,42,5,2,53,1.538,0,0.3684,0.35,0.63,1
6,1045,278,218,1,1,119,0,0,2542,3.749,0,0.0,0.43,0.4,0
17,8955,248,315,1,1,57,0,0,1952,35.968,0,0.0,3.82,1.0,0
12,9260,241,336,1,1,121,0,0,1065,38.269,0,0.0,10.34,0.8,0
10,126029,527,52,0,1,51,1196,39,2303,238.693,0,0.0098,56.31,0.67,0
7,5,9,3,1,0,47,2,2,16,0.6,0,0.8,0.3,0.66,1
4,1213454,76,535349,0,1,182,130789,1860,3560,15759.156,1,0.1093,321.73,0.27,0
17,10,1,1,0,0,2,5,0,18,5.5,0,0.5,0.54,1.0,1
18,3,25,5,1,0,43,2,0,63,0.154,0,0.6667,0.04,1.0,1
9,11779,296,53,1,0,66,0,0,52,39.663,0,0.0,260.49,0.6,0
15,283657,1143,60,0,1,85,26923,996,2980,247.953,0,0.0984,85.36,1.0,0
17,20544,289,234,1,0,19,0,0,2897,70.845,0,0.0,5.93,1.0,0
4,517908,1293,130,0,1,73,103506,2520,2580,400.239,0,0.2047,181.53,0.27,0
11,25232,164,11,1,0,111,0,0,2196,152.927,0,0.0,9.5,0.73,0
20,16,5,8,1,0,38,5,2,61,2.833,0,0.4375,0.28,1.0,1
18,2,3,4,0,1,33,0,0,49,0.75,0,0.0,0.04,1.0,1
13,450514,1428,199,0,1,194,90054,3842,3946,315.266,0,0.2084,134.31,0.87,0
7,58194,1724,191,0,1,185,11354,461,3598,33.736,0,0.203,13.07,0.47,0
12,1379,116,146,1,1,66,0,0,1873,11.795,0,0.0,0.67,0.8,0
14,108279233,60,879726,0,1,211,2542641,41111,1864,1775069.41,1,0.0239,54843.82,0.93,0
3,394601,696,18,0,1,144,2528,118,630,566.143,0,0.0067,678.15,0.2,0
16,681805,262,175,0,1,130,39842,1482,3758,2592.418,0,0.0606,179.0,1.0,0
13,1,11,10,0,1,4,0,1,59,0.167,0,1.0,0.02,1.0,1
18,16,2,4,0,1,19,5,1,20,5.667,0,0.375,0.92,1.0,1
19,112349679,81,518383,0,1,162,1291960,22943,4092,1370118.049,1,0.0117,25105.78,1.0,0
11,14,11,9,0,1,47,5,0,76,1.25,0,0.3571,0.16,0.84,1
18,8,24,9,0,0,24,5,2,59,0.36,0,0.875,0.11,1.0,1
16,702950,1695,226,0,1,33,38969,1378,1540,414.476,0,0.0574,475.38,1.0,0
5,14,29,7,0,1,2,3,2,83,0.5,0,0.3571,0.18,0.52,1
9,6,11,8,1,1,7,5,0,80,0.583,0,0.8333,0.07,0.8,1
8,0,2,8,0,1,38,1,1,21,0.333,0,0.0,0.0,0.78,1
6,556,166,487,1,0,48,0,0,2905,3.335,0,0.0,0.17,0.4,0
5,14149,136,463,1,1,81,0,0,568,103.285,0,0.0,21.69,0.33,0
4,406551,2372,71,0,1,77,46716,605,3421,171.324,0,0.1164,125.92,0.27,0
13,18805515,62,743168,0,1,194,977335,16845,2308,298500.254,1,0.0529,8714.44,0.87,0
4,231581,351,251,0,1,169,41370,653,2284,657.903,0,0.1815,118.75,0.27,0
7,145018,1315,278,0,1,54,19282,628,2061,110.197,0,0.1373,60.74,0.47,0
3,1779,82,341,1,0,104,0,0,1899,21.446,0,0.0,0.98,0.2,0
10,16,29,8,1,1,41,1,1,53,0.567,0,0.125,0.36,0.9,1
3,447442,1077,186,0,1,81,59372,2892,2473,415.068,0,0.1392,162.96,0.2,0
16,15755,273,100,1,0,12,0,0,1218,57.504,0,0.0,11.3,1.0,0
3,3493,75,210,1,1,24,0,0,698,45.974,0,0.0,5.27,0.2,0
16,143363777,93,935082,0,1,83,11129495,137135,4435,1525146.574,1,0.0786,31558.62,1.0,0
9,423057,1093,297,0,1,158,8506,136,2927,386.707,0,0.0204,157.87,0.6,0
19,1009045,45,252250,0,1,196,68937,1031,1150,21935.783,1,0.0693,1044.02,1.0,0
13,60489,1507,13,0,1,177,3821,54,2185,40.113,0,0.0641,26.02,0.87,0
16,22544,39,57,1,1,82,0,0,1519,563.625,0,0.0,14.54,1.0,0
13,831092,88,64,0,1,158,142349,1907,3315,9338.124,0,0.1736,214.53,0.87,0
7,16,15,10,1,1,14,4,2,55,1.062,0,0.375,0.31,0.72,1
12,1687,175,5,1,1,72,0,0,101,9.591,0,0.0,15.49,0.8,0
4,25769,252,220,1,1,137,0,0,1731,101.858,0,0.0,13.86,0.27,0
6,3,10,5,1,0,21,5,1,90,0.364,0,2.0,0.03,0.68,1
11,13865,98,478,1,1,140,0,0,469,140.061,0,0.0,31.14,0.73,0
5,0,14,5,1,1,50,4,1,50,0.067,0,0.0,0.0,0.46,1
7,4,17,9,1,0,22,5,0,88,0.278,0,1.25,0.04,0.64,1
16,529,46,292,1,0,20,0,0,2684,11.277,0,0.0,0.22,1.0,0
12,590703,1439,245,0,1,55,109326,1391,1440,410.211,0,0.1874,465.89,0.8,0
13,1,29,0,0,1,4,5,0,38,0.067,0,5.0,0.02,0.98,1
7,18,11,6,0,1,1,2,2,73,1.583,0,0.2222,0.24,0.65,1
8,489,112,327,1,0,33,0,0,2063,4.336,0,0.0,0.2,0.53,0
11,12,0,4,1,1,49,5,2,27,13.0,0,0.5833,0.52,0.96,1
16,928622,1639,253,0,1,88,20980,564,2606,566.234,0,0.0232,337.56,1.0,0
5,12,0,3,1,1,26,5,0,64,13.0,0,0.4167,0.21,0.52,1
10,4471126,22,32592,0,1,153,579655,7732,3053,194396.826,1,0.1314,1227.09,0.67,0
7,11,3,3,0,0,2,0,2,64,3.0,0,0.1818,0.19,0.75,1
12,15190,241,345,1,0,62,0,0,1797,62.773,0,0.0,7.56,0.8,0
4,16469428,24,311121,0,1,105,2398266,32826,3020,658777.16,1,0.1476,5994.38,0.27,0
6,1237510,64,618850,0,1,134,163051,2953,2603,19038.631,1,0.1341,480.35,0.4,0
15,22634,167,255,1,1,94,0,0,1907,134.732,0,0.0,12.28,1.0,0
5,585610,510,282,0,1,60,68466,1967,3571,1146.01,0,0.1203,173.84,0.33,0
6,11756,117,103,1,0,98,0,0,1693,99.636,0,0.0,6.85,0.4,0
13,533115,1797,156,0,1,102,81392,3918,1873,296.505,0,0.16,232.48,0.87,0
16,13,17,3,1,0,26,4,2,72,0.778,0,0.4615,0.15,1.0,1
7,12,7,8,1,1,7,1,2,56,1.625,0,0.25,0.18,0.77,1
17,92990005,13,401125,0,1,59,12107582,100934,4144,6642143.286,1,0.1313,21090.23,1.0,0
9,0,5,2,1,1,15,1,1,14,0.167,0,0.0,0.0,0.78,1
12,6,16,7,1,0,9,3,2,46,0.412,0,0.8333,0.13,0.91,1
10,15,3,6,1,1,2,3,0,45,4.0,0,0.2,0.3,0.95,1
5,0,25,3,0,1,12,0,1,48,0.038,0,0.0,0.0,0.52,1
11,15,2,6,1,1,3,5,2,41,5.333,0,0.4667,0.33,0.93,1
17,994461,2948,142,0,1,70,89305,2553,2409,337.22,0,0.0924,336.83,1.0,0
12,3,18,6,1,1,10,1,1,41,0.211,0,0.6667,0.06,1.0,1
14,7,29,0,1,1,48,4,2,17,0.267,0,0.8571,0.46,1.0,1
5,18,10,8,1,0,3,0,1,49,1.727,0,0.0556,0.35,0.6,1
14,10,20,10,1,1,16,3,2,87,0.524,0,0.5,0.1,1.0,1
6,19,19,4,0,0,21,3,2,19,1.0,0,0.2632,1.14,0.54,1
6,14,12,2,1,1,23,1,0,28,1.154,0,0.0714,0.44,0.52,1
16,16246,282,196,1,0,148,0,0,664,57.41,0,0.0,24.52,1.0,0
14,2818079,17,803029,0,1,214,414163,6083,2521,156560.0,1,0.1491,1338.22,0.93,0
13,8,25,7,1,0,49,5,1,57,0.346,0,0.75,0.15,1.0,1
18,227157,424,85,0,1,56,39877,914,975,534.489,0,0.1796,269.88,1.0,0
6,17439,149,426,1,1,97,0,0,720,116.267,0,0.0,26.2,0.4,0
6,14076,252,494,1,0,21,0,0,2177,55.64,0,0.0,5.47,0.4,0
7,27145135,69,398139,0,1,151,3381546,65328,4095,387787.657,1,0.127,6073.23,0.47,0
8,27137,139,465,1,1,70,0,0,657,193.843,0,0.0,35.53,0.53,0
9,11,19,4,0,1,34,3,0,19,0.6,0,0.2727,0.68,0.82,1
3,18690,115,280,1,1,27,0,0,1991,161.129,0,0.0,9.22,0.2,0
17,123225,790,102,0,1,21,19851,296,2572,155.785,0,0.1635,40.8,1.0,0
8,7331,264,186,1,1,73,0,0,86,27.668,0,0.0,86.99,0.53,0
6,13468,268,385,1,0,45,0,0,269,50.071,0,0.0,52.19,0.4,0
10,11391,89,51,1,0,107,0,0,1238,126.578,0,0.0,8.81,0.67,0
12,11,27,1,0,0,8,4,0,51,0.429,0,0.3636,0.25,1.0,1
16,16,3,1,0,1,13,1,2,93,4.25,0,0.1875,0.19,1.0,1
10,16874,119,158,1,1,42,0,0,555,140.625,0,0.0,30.45,0.67,0
3,172354,1676,118,0,1,58,31620,1257,2496,102.776,0,0.1908,63.01,0.2,0
8,187916,2046,210,0,1,96,37255,1189,3638,91.801,0,0.2046,48.29,0.53,0
18,7,7,0,0,1,39,5,0,48,1.0,0,0.7143,0.12,1.0,1
15,989216,1864,22,0,1,197,114394,1932,1145,530.411,0,0.1176,1031.08,1.0,0
17,568,96,191,1,1,134,0,0,2325,5.866,0,0.0,0.2,1.0,0
5,3,25,8,1,1,16,3,1,95,0.154,0,1.3333,0.03,0.54,1
